seqnames	start	end	width	strand	length	identity	score	info	biallelic	omim_ddd	pRec	allgenescoding	allgenes	numallgenes	name	freq	freqCMA
chr10	51448928	58196822	6747895	*	4520	0.9298672566371682	405	5kb_93%	PCDH15	PCDH15,PRKG1	PCDH15,FAM21A,NCOA4	ZWINT,PCDH15,CSTF2T,TIMM23,ASAH2,FAM21A,ASAH2B,AGAP7,AGAP6,A1CF,DKK1,SGMS1,MTRNR2L5,MBL2,MSMB,NCOA4,PRKG1	SLC9A3P1,ZWINT,PCDH15,CSTF2T,TIMM23,ASAH2,FAM21A,ASAH2B,AGAP7,AGAP6,CTSLP4,A1CF,DKK1,SGMS1,MIR605,SLC9A3P3,MIR548F1,MTRNR2L5,GAPDHP21,PRKRIRP3,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RMRPP4,RNU6-687P,MBL2,MSMB,NCOA4,PRKG1	39	NA	NA	NA
chr15	82870039	85921769	3051731	*	17806	0.9171627541278221	405	18kb_91.7%	ALPK3,WDR73,AP3B2	BNC1,HOMER2,ALPK3,WDR73,RPS17L,AP3B2	BTBD1,ADAMTSL3,PDE8A	BNC1,SH3GL3,SLC28A1,BTBD1,TM6SF1,ADAMTSL3,HOMER2,ALPK3,SEC11A,FSD2,ZSCAN2,CPEB1,WDR73,GOLGA6L4,C15orf40,ZNF592,WHAMM,FAM103A1,RPS17L,UBE2Q2L,GOLGA6L20,GOLGA6L18,GOLGA6L19,AP3B2,NMB,PDE8A	SCAND2P,BNC1,SH3GL3,SLC28A1,BTBD1,TM6SF1,ADAMTSL3,HOMER2,ALPK3,SEC11A,FSD2,ZSCAN2,CPEB1,WDR73,GOLGA6L4,C15orf40,ZNF592,CSPG4P5,RPL9P8,GOLGA6L5P,WHAMM,FAM103A1,EFTUD1P1,SCARNA15,DNM1P42,UBE2Q2P1,GOLGA6L3,UBE2Q2P3,RPS17L,MIR4515,EGLN1P1,TUBA8P2,UBE2Q2L,NIFKP8,RN7SL256P,RN7SL331P,RN7SL410P,RN7SL417P,RN7SL428P,RNU6-339P,RNU6-401P,RNU6-796P,RNU6-1339P,CSPG4P9,CSPG4P10,CSPG4P12,CSPG4P11,DNM1P51,LINC00933,GOLGA6L20,ADAMTS7P2,ADAMTS7P4,GOLGA6L18,GOLGA6L19,GOLGA6L21P,GOLGA2P7,UBE2Q2P8,UBE2Q2P11,UBE2Q2P12,AP3B2,NMB,PDE8A	62	NA	NA	NA
chr10	46764741	58187845	11423105	*	29901	0.9309053208922778	402	30kb_93.1%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,ZWINT,PCDH15,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25G,GPRIN2,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,MTRNR2L5,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	RHEBP1,SLC18A3,SLC9A3P1,ZWINT,PCDH15,FRMPD2P1,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,CTSLP5,TIMM23B,FAM25B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P7,GLUD1P8,CTSLP4,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,DUSP8P3,FAM35BP,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR548F1,MTRNR2L5,GAPDHP21,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL248P,RN7SL453P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	123	NA	NA	NA
chr10	48953543	58187861	9234319	*	29533	0.9307892865607964	402	30kb_93.1%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,PRKG1	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4	SLC18A3,ZWINT,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,MTRNR2L5,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	SLC18A3,SLC9A3P1,ZWINT,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,PTPN20CP,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,FAM25D,CTSLP4,BMS1P7,CTGLF12P,A1CF,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,MIR605,SLC9A3P3,ERCC6,MIR548F1,MTRNR2L5,GAPDHP21,MIR4294,PRKRIRP3,ARHGAP22-IT1,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	76	NA	NA	NA
chrX	8959793	12023111	3063319	*	1193	0.9622799664710813	399	1kb_96.2%		TBL1X,GPR143,CLCN4,AMELX,HCCS,MID1,MSL3	SHROOM2	TBL1X,FAM9B,GPR143,CLCN4,WWC3,AMELX,HCCS,SHROOM2,ARHGAP6,MID1,MSL3	TBL1X,FAM9B,GPR143,CLCN4,WWC3,HMGN1P33,WWC3-AS1,RNA5SP499,MIR548AX,AMELX,RNU6-800P,HCCS,SHROOM2,ARHGAP6,MID1,MSL3	16	NA	NA	NA
chr22	19016374	20567136	1550763	*	13222	0.978974436545152	398	13kb_97.9%	SLC25A1,CDC45,TXNRD2,TANGO2,GP1BB,SEPT5	SLC25A1,TBX1,CDC45,TXNRD2,TANGO2,GP1BB,SEPT5	CDC45	SLC25A1,TSSK2,TBX1,UFD1L,MRPL40,DGCR14,CDC45,TXNRD2,ZDHHC8,DGCR6L,RTN4R,CLDN5,CLTCL1,COMT,TRMT2A,TANGO2,C22orf29,C22orf39,DGCR2,DGCR8,RIMBP3,GGTLC3,GNB1L,GP1BB,GSC2,HIRA,ARVCF,SEPT5,RANBP1	SLC25A1,TSSK1A,TSSK2,TBX1,UFD1L,MRPL40,CA15P2,DGCR5,DGCR14,DGCR11,CDC45,TXNRD2,ZDHHC8,DGCR6L,RTN4R,CLDN5,CLTCL1,COMT,TRMT2A,TANGO2,C22orf29,LINC00896,C22orf39,DGCR2,DGCR8,RIMBP3,MIR185,GGTLC3,PI4KAP1,MIR1286,MIR1306,MIR3618,MIR4761,PPP1R26P2,GNB1L,CA15P1,GP1BB,RN7SKP131,GSC2,RN7SL168P,KRT18P62,HIRA,ARVCF,SEPT5,RANBP1	45	NA	NA	NA
chr3	10087530	11906628	1819099	*	3782	0.9603384452670545	396	4kb_96%	VHL,FANCD2	SLC6A1,VHL,FANCD2	SLC6A11	SEC13,SLC6A1,SLC6A11,VHL,ATG7,GHRL,BRK1,TAMM41,FANCD2OS,VGLL4,TATDN2,FANCD2,HRH1,IRAK2,ATP2B2	SEC13,SLC6A1,SLC6A11,VHL,ATG7,GHRL,BRK1,CYCSP11,TAMM41,FANCD2OS,VGLL4,TATDN2,LINC00852,MIR885,GHRLOS,FANCD2,MIR378B,SLC6A1-AS1,ATP2B2-IT1,ATP2B2-IT2,LINC00606,FANCD2P2,CHCHD4P4,RNU6-814P,HRH1,IRAK2,ATP2B2	27	NA	NA	NA
chr10	46836817	57346176	10509360	*	6654	0.9391343552750225	395	7kb_93.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25G,GPRIN2,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	RHEBP1,SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P8,CTSLP4,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,FAM35BP,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR548F1,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL248P,RN7SL453P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	117	NA	NA	NA
chr10	49026572	57346176	8319605	*	6655	0.9389932381667919	395	7kb_93.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,PRKG1	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,PTPN20CP,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,FAM25D,CTSLP4,BMS1P7,CTGLF12P,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,ERCC6,MIR548F1,MIR4294,PRKRIRP3,ARHGAP22-IT1,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	70	NA	NA	NA
chr10	47317619	57346176	10028558	*	6655	0.9383921863260706	394	7kb_93.8%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25G,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP4,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR548F1,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,RHEBP2,AHCYP1,DUSP8P2,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,NEFMP1,RNU7-107P,RN7SL453P,RN7SL527P,RMRPP4,RNU6-687P,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	101	NA	NA	NA
chr15	28894419	34819463	5925045	*	26426	0.9132293952925149	392	26kb_91.3%	RYR3,SLC12A6,NOP10,FAN1,TRPM1,NDNL2	RYR3,SLC12A6,NOP10,OTUD7A,FAN1,TRPM1,NDNL2	ARHGAP11A,CHRNA7,MTMR10,NUTM1	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,GOLGA8A,GOLGA8B,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,GOLGA8M,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,APBA2,TRPM1,NDNL2	RYR3,SCG5,SLC12A6,TJP1,AVEN,KLF13,NOP10,ULK4P1,ULK4P2,ULK4P3,CHRFAM7A,ARHGAP11B,ARHGAP11A,PGBD4,CHRM5,CHRNA7,GREM1,OTUD7A,EMC7,MTMR10,KATNBL1,EMC4,FAM189A1,FAN1,NUTM1,LPCAT4,HERC2P9,MIR211,GOLGA8A,GOLGA8B,WHAMMP2,HMGN2P5,MIR1233-1,TMCO5B,RNU6-17P,RNU6-18P,DNM1P28,DNM1P30,DNM1P31,DNM1P32,GOLGA6L7P,GOLGA8H,FMN1,GOLGA8J,GOLGA8K,HERC2P10,TUBBP8,UBE2CP4,GOLGA8M,GOLGA8N,GOLGA8O,GOLGA8R,GOLGA8Q,GOLGA8T,GOLGA8UP,RN7SL82P,RN7SL185P,RN7SL196P,RN7SL286P,RN7SL469P,RN7SL539P,RN7SL628P,RN7SL673P,RN7SL719P,RN7SL796P,RNU6-466P,DNM1P50,HNRNPLP2,HNRNPA1P71,APBA2,TRPM1,NDNL2	72	NA	NA	NA
chr16	15328440	21418448	6090009	*	58395	0.97107629077832	390	58kb_97.1%	ZP2,XYLT1,NDE1,COQ7,ABCC6,ARL6IP1,MYH11	RPS15A,UMOD,ZP2,XYLT1,NDE1,COQ7,CRYM,C16orf62,ABCC1,ABCC6,ARL6IP1,MYH11	ZP2,TMC5,CCP110,C16orf62,PDILT,ABCC1	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,C16orf62,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,TMEM159,ERI2,ACSM2B,ACSM2A,KNOP1,CLEC19A,NPIPA5,NPIPA7,NPIPA8,GP2,ABCC1,ABCC6,ARL6IP1,MYH11	RPS15A,ACSM3,UMOD,ZP2,GPRC5B,XYLT1,NDE1,ACSM1,C16orf45,GPR139,COQ7,NOMO2,TMC5,TMC7,THUMPD1,SYT17,CRYM,CCP110,C16orf62,LYRM1,NOMO3,ACSM5,FOPNL,ANKS4B,MPV17L,ITPRIPL2,PDILT,IQCK,DCUN1D3,NPIPB3,DNAH3,KIAA0430,GDE1,SMG1,PKD1P1,PKD1P5,TMEM159,ERI2,ACSM2B,SNX29P1,ACSM2A,MIR484,ABCC6P1,KNOP1,CRYM-AS1,CLEC19A,RPL7P47,RPL15P20,RPL17P40,MIR3179-3,MIR3180-3,MIR3179-2,MIR3180-2,NPIPA5,NPIPA7,NPIPA8,SNRPEP3,MIR3670-2,GP2,RN7SL90P,RNU4-46P,RNU6-213P,RNU6-944P,RNU6-1340P,ABCC1,ABCC6,ARL6IP1,MYH11	68	NA	NA	NA
chr10	46816158	56177753	9361596	*	19642	0.9286732511964159	387	20kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25G,GPRIN2,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	RHEBP1,SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,SYT15,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L1,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP10,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP7,GLUD1P8,CTSLP4,BMS1P2,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,GPRIN2,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,FAM35BP,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP312,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,LINC00842,HNRNPA1P33,RHEBP2,AHCYP1,DUSP8P2,DUSP8P4,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL248P,RN7SL453P,RN7SL527P,RMRPP4,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,NPY4R,PRKG1,RBP3	114	NA	NA	NA
chr10	47296973	56177753	8880781	*	19648	0.928542345276873	387	20kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,RBP3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,GDF2,ERCC6-PGBD3,PRKG1,RBP3	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4,RBP3	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25G,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,GDF10,GDF2,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	SLC18A3,SLC9A3P1,PCDH15,FRMPD2P1,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,ANXA8L2,FAM21A,FAM21B,FAM21D,PTPN20B,PTPN20CP,ASAH2B,ASAH2C,AGAP9,AGAP8,AGAP7,AGAP6,ZNF488,TIMM23B,FAM25C,FAM25D,FAM25G,FAM25HP,GLUD1P6,CTSLP4,BMS1P5,BMS1P6,BMS1P7,CTGLF11P,CTGLF12P,A1CF,CTSLP2,CTSLP3,OGDHL,VSTM4,C10orf71,C10orf128,ANTXRL,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,DUSP8P1,MIR605,SLC9A3P3,SLC9A3P4,FAM35DP,ERCC6,MIR4294,PRKRIRP3,GDF10,GDF2,ARHGAP22-IT1,RNA5SP313,RNA5SP314,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,GLUD1P2,SNRPEP8,RSU1P3,RHEBP2,AHCYP1,DUSP8P2,ANTXRLP1,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL453P,RN7SL527P,RMRPP4,ERCC6-PGBD3,ANXA8,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1,RBP3	98	NA	NA	NA
chr10	49005904	56177753	7171850	*	19642	0.9287241625089094	387	20kb_92.9%	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3	SLC18A3,PCDH15,CHAT,PGBD3,ERCC6,ERCC6-PGBD3,PRKG1	PCDH15,FAM21A,OGDHL,C10orf71,ERCC6,NCOA4	SLC18A3,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,ERCC6,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	SLC18A3,SLC9A3P1,PCDH15,CSTF2T,TIMM23,ASAH2,CHAT,PGBD3,FAM170B,DRGX,LRRC18,FAM21A,FAM21D,PTPN20CP,ASAH2B,AGAP8,AGAP7,AGAP6,TIMM23B,FAM25C,FAM25D,CTSLP4,BMS1P7,CTGLF12P,A1CF,OGDHL,VSTM4,C10orf71,C10orf128,C10orf53,FRMPD2,DKK1,WDFY4,SGMS1,ARHGAP22,MIR605,SLC9A3P3,ERCC6,MIR4294,PRKRIRP3,ARHGAP22-IT1,RNA5SP315,RNA5SP316,RNA5SP317,RNA5SP318,SNRPEP8,RSU1P3,FAM35EP,FAM170B-AS1,C10orf71-AS1,PARGP1,LINC00843,DYNC1I2P1,NUTM2HP,PGGT1BP1,CCDC58P2,PRKG1-AS1,RNU7-107P,RN7SL527P,RMRPP4,ERCC6-PGBD3,MAPK8,MBL2,MSMB,NCOA4,PARG,PRKG1	67	NA	NA	NA
